"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PG0002","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PP0049","ACCT_PP0050","ACCT_PP0051","ACCT_PP0052","ACCT_PP0053","ACCT_PP0054","ACCT_PP0055","ACCT_PP0056","ACCT_PP0057","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","ACCT_PS0001","ACCT_PS0002","ACCT_PS0003","ACCT_PS0004","ACCT_PS0005","ACCT_PS0006","ACCT_PS0007","ACCT_PS0007A"
6112,12/31/2023 0:00:00,2703,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6116,12/31/2023 0:00:00,2706,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6134,12/31/2023 0:00:00,2718,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6144,12/31/2023 0:00:00,2726,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6150,12/31/2023 0:00:00,2731,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","1","0","0","0","0",""
6160,12/31/2023 0:00:00,2737,"254900PQLW7K91KOVU18","Combination","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  5:00AM","0","1","0","0","0","0","0",""
6175,12/31/2023 0:00:00,2746,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","1","0","0","0",""
6178,12/31/2023 0:00:00,2749,"549300AZ4UOXI3Q53W34","Combination","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  6:00AM","1","1","0","0","0","0","0",""
6179,12/31/2023 0:00:00,2750,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6184,12/31/2023 0:00:00,2751,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6187,12/31/2023 0:00:00,2752,"549300HTK2JOGRTAIO10","Combination","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6196,12/31/2023 0:00:00,2757,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6208,12/31/2023 0:00:00,2765,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6214,12/31/2023 0:00:00,2769,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6225,12/31/2023 0:00:00,2773,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6233,12/31/2023 0:00:00,2778,"549300JUU7PS6Y4KM909","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2023  5:00AM","0","1","0","0","0","0","0",""
6237,12/31/2023 0:00:00,2781,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","1","0","0","0","0",""
6240,12/31/2023 0:00:00,2783,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6248,12/31/2023 0:00:00,2789,"","Combination","1","1","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","0","1","0","0","0","0",""
6269,12/31/2023 0:00:00,2799,"549300W6S818WBYBBJ66","Automated","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 22 2023  5:00AM","1","1","1","0","0","1","0",""
6275,12/31/2023 0:00:00,2802,"54930043A47GB1KNJQ31","Combination","1","1","0","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jul 12 2023  6:00AM","0","1","0","1","0","0","0",""
6277,12/31/2023 0:00:00,2803,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6288,12/31/2023 0:00:00,2808,"549300PKEQ3Q9S0IXW76","Combination","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  5:00AM","1","1","0","0","0","0","0",""
6304,12/31/2023 0:00:00,2817,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6311,12/31/2023 0:00:00,2821,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6317,12/31/2023 0:00:00,2822,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","1","CMC FLEX"
6318,12/31/2023 0:00:00,2823,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6326,12/31/2023 0:00:00,2829,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6328,12/31/2023 0:00:00,2831,"549300KPBZCTMM3Y0061","Automated","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2023  5:00AM","1","1","0","0","0","0","0",""
6332,12/31/2023 0:00:00,2834,"","Combination","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6339,12/31/2023 0:00:00,2837,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","1","0","0","0","0","0",""
6353,12/31/2023 0:00:00,2842,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
6368,12/31/2023 0:00:00,2849,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6369,12/31/2023 0:00:00,2850,"549300CD29U5MGKVD387","Combination","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  6:00AM","0","1","0","0","0","0","0",""
6370,12/31/2023 0:00:00,2851,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6418,12/31/2023 0:00:00,2870,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6424,12/31/2023 0:00:00,2872,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6434,12/31/2023 0:00:00,2874,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","0","0","0","0","0","0",""
6443,12/31/2023 0:00:00,2879,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6464,12/31/2023 0:00:00,2887,"549300DNWSJUNAWUM003","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 10 2024  5:00AM","1","1","1","0","0","0","0",""
6466,12/31/2023 0:00:00,2888,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6472,12/31/2023 0:00:00,2890,"","Manual","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6498,12/31/2023 0:00:00,2902,"","Combination","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6506,12/31/2023 0:00:00,2904,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6527,12/31/2023 0:00:00,2914,"","Automated","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6574,12/31/2023 0:00:00,2944,"Verafin","Automated","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  5:00AM","0","1","0","0","0","0","0",""
6584,12/31/2023 0:00:00,2950,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6613,12/31/2023 0:00:00,2965,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
6626,12/31/2023 0:00:00,2973,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","0","0","0","0","0","0","0",""
6627,12/31/2023 0:00:00,2974,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6628,12/31/2023 0:00:00,2975,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6636,12/31/2023 0:00:00,2981,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6638,12/31/2023 0:00:00,2982,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6652,12/31/2023 0:00:00,2990,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6665,12/31/2023 0:00:00,2999,"549300US45HOXL30J494","Automated","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 22 2023  5:00AM","1","0","0","0","0","0","1","COCC"
6667,12/31/2023 0:00:00,3001,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6670,12/31/2023 0:00:00,3002,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","1","0","1","0","0","0",""
6672,12/31/2023 0:00:00,3003,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6674,12/31/2023 0:00:00,3005,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6679,12/31/2023 0:00:00,3008,"254900FE6QJXGH3VIA90","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  5:00AM","0","1","0","0","0","0","1","FedLine Command"
6680,12/31/2023 0:00:00,3009,"254900N59TICVY7K7T48","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 27 2023  6:00AM","1","1","0","0","0","0","0",""
6681,12/31/2023 0:00:00,3010,"5493009CYWXD5RBPIX14","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2023  8:00AM","1","0","0","0","0","0","0",""
6685,12/31/2023 0:00:00,3011,"254900ZUMZZ6CZKH7X17","Combination","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 31 2023  5:00AM","1","0","0","0","0","0","0",""
6687,12/31/2023 0:00:00,3012,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6689,12/31/2023 0:00:00,3013,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6690,12/31/2023 0:00:00,3014,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6694,12/31/2023 0:00:00,3016,"549300SWKVL60SKWK981","Combination","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","May 15 2023  4:00AM","1","0","0","0","0","0","1","Fiserv; Mastercard RPPS"
6700,12/31/2023 0:00:00,3021,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6711,12/31/2023 0:00:00,3028,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","0","0","0","1","0","0","0",""
6722,12/31/2023 0:00:00,3034,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6723,12/31/2023 0:00:00,3035,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6725,12/31/2023 0:00:00,3036,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6726,12/31/2023 0:00:00,3037,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6733,12/31/2023 0:00:00,3039,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6739,12/31/2023 0:00:00,3041,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6743,12/31/2023 0:00:00,3044,"549300A8TEVE8WYT0T29","Combination","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  6:00AM","1","1","0","0","0","0","0",""
6747,12/31/2023 0:00:00,3047,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","1","SwitchThink-Corelation"
6772,12/31/2023 0:00:00,3059,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6774,12/31/2023 0:00:00,3061,"549300311KRYLZVODK22","Combination","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  6:00AM","0","1","0","0","0","0","0",""
6775,12/31/2023 0:00:00,3062,"5493004NO7XCFVG4KD53","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 22 2023  5:00AM","1","1","0","0","0","0","1","Ascendantfx"
6778,12/31/2023 0:00:00,3065,"549300LCT0EFT83E5873","Combination","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2023  5:00AM","1","0","0","0","0","0","0",""
6785,12/31/2023 0:00:00,3069,"","Combination","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6832,12/31/2023 0:00:00,3093,"549300UJJ1Q3YTRSGM27","Automated","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","0","1","0","1","0","0","0",""
6844,12/31/2023 0:00:00,3100,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","0","1","0","0","0",""
6853,12/31/2023 0:00:00,3107,"5493001HOQL7ZEKTRZ55","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2018  6:00AM","1","0","0","0","0","0","0",""
6859,12/31/2023 0:00:00,3109,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6870,12/31/2023 0:00:00,3113,"254900L3N47KFV5KSJ32","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  5:00AM","0","1","0","0","0","0","0",""
6871,12/31/2023 0:00:00,3114,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6878,12/31/2023 0:00:00,3119,"549300DNWSJUNAWUM003","Combination","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 10 2024  5:00AM","0","1","0","0","0","0","0",""
6885,12/31/2023 0:00:00,3122,"5493007ZNQ6MSZ2J3966","Automated","1","1","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  5:00AM","1","1","0","0","0","0","1","MagicWrighter, Payments Exchange"
6898,12/31/2023 0:00:00,3128,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6918,12/31/2023 0:00:00,3138,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","1","0","0","1","0",""
6920,12/31/2023 0:00:00,3139,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6930,12/31/2023 0:00:00,3143,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6936,12/31/2023 0:00:00,3146,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6944,12/31/2023 0:00:00,3152,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
6949,12/31/2023 0:00:00,3153,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
6974,12/31/2023 0:00:00,3165,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","1","0","0","0",""
6986,12/31/2023 0:00:00,3169,"549300ZE5N7SFL05BW2","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  7:00AM","0","1","0","0","0","0","0",""
6992,12/31/2023 0:00:00,3171,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7000,12/31/2023 0:00:00,3176,"254900LEJ4HP6RMWD374","Combination","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  5:00AM","1","1","1","0","0","0","0",""
7002,12/31/2023 0:00:00,3177,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7020,12/31/2023 0:00:00,3183,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7021,12/31/2023 0:00:00,3184,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7022,12/31/2023 0:00:00,3185,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7023,12/31/2023 0:00:00,3186,"","Manual","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7024,12/31/2023 0:00:00,3187,"","Manual","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7027,12/31/2023 0:00:00,3188,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7039,12/31/2023 0:00:00,3193,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","1","0","0","0","0",""
7045,12/31/2023 0:00:00,3196,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7063,12/31/2023 0:00:00,3208,"","Automated","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","1","0","0","0","0","0","0",""
7064,12/31/2023 0:00:00,3209,"549300VGZHXNY2T0G559","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  5:00AM","0","1","0","0","0","0","0",""
7066,12/31/2023 0:00:00,3211,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7067,12/31/2023 0:00:00,3212,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7069,12/31/2023 0:00:00,3214,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7072,12/31/2023 0:00:00,3217,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7088,12/31/2023 0:00:00,3226,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7091,12/31/2023 0:00:00,3228,"54930015EUQKUCIRBQ14","Combination","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  6:00AM","1","0","0","0","0","0","0",""
7092,12/31/2023 0:00:00,3229,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","0","0","0","0","0",""
7101,12/31/2023 0:00:00,3234,"549300S8TEY5RFIBTE30","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","","0","1","0","0","0","0","0",""
7118,12/31/2023 0:00:00,3239,"","Manual","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7126,12/31/2023 0:00:00,3241,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7129,12/31/2023 0:00:00,3243,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","1","0","0","0",""
7149,12/31/2023 0:00:00,3254,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7151,12/31/2023 0:00:00,3255,"984500A1A8A91F8C4M93","Combination","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 20 2023  6:00AM","1","1","0","0","0","0","0",""
7154,12/31/2023 0:00:00,3258,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7172,12/31/2023 0:00:00,3269,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7182,12/31/2023 0:00:00,3275,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
7184,12/31/2023 0:00:00,3277,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
7210,12/31/2023 0:00:00,3290,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7217,12/31/2023 0:00:00,3294,"549300R22XCNNGVRO22","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 25 2023  5:00AM","0","1","0","0","0","0","0",""
7219,12/31/2023 0:00:00,3296,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7238,12/31/2023 0:00:00,3306,"549300DYB1ZT3UOGPL20","Automated","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  5:00AM","1","0","1","0","0","0","0",""
7244,12/31/2023 0:00:00,3308,"5493006IZV5N1QXJNG33","Manual","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan  1 2024  5:00AM","1","0","0","0","0","0","0",""
7253,12/31/2023 0:00:00,3316,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7256,12/31/2023 0:00:00,3317,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7264,12/31/2023 0:00:00,3321,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7289,12/31/2023 0:00:00,3336,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7297,12/31/2023 0:00:00,3341,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","","0","1","0","0","0","0","0",""
7301,12/31/2023 0:00:00,3343,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
7307,12/31/2023 0:00:00,3347,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
7316,12/31/2023 0:00:00,3351,"549300EZHVOHDWG07M20","Combination","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  7:00AM","0","1","0","0","0","0","0",""
7331,12/31/2023 0:00:00,3357,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
